NI RH RM RS V DG DM DS
6063 16 7 13 + 7 58 46
6064 16 5 13 + 20 32 31
6064 16 5 13 + 20 32 32
6065 16 7 23 + 13 53 18
6066 16 7 35 + 13 56 39
6067 16 13 11 - 54 13 8
6068 15 55 26 + 78 59 48
6068 15 54 47 + 78 59 8
6069 16 7 42 + 38 55 53
6070 16 9 59 + 0 42 36
6070 16 10 9 + 0 45 54
6070 16 10 12 + 0 47 1
6071 16 2 7 + 70 25 2
6072 16 12 58 - 36 13 46
6073 16 10 11 + 16 42 0
6074 16 11 17 + 14 15 31
6074 16 11 17 + 14 15 18
6075 16 11 23 + 23 57 54
6076 16 11 13 + 26 52 19
6076 16 11 14 + 26 52 25
6077 16 11 14 + 26 55 26
6078 16 12 5 + 14 12 34
6079 16 4 29 + 69 39 58
6080 16 12 59 + 2 10 40
6081 16 12 57 + 9 52 4
6082 16 15 36 - 34 14 36
6083 16 13 13 + 14 11 10
6084 16 14 17 + 17 45 29
6085 16 12 35 + 29 21 56
6086 16 12 36 + 29 29 6
6087 16 18 52 - 57 53 59
6088 16 10 42 + 57 27 58
6088 16 10 44 + 57 27 43
6089 16 12 40 + 33 2 7
6089 16 12 42 + 33 2 18
6090 16 11 41 + 52 27 28
6091 16 7 53 + 69 54 19
6092 16 14 5 + 28 7 34
6093 16 17 3 - 22 58 28
6094 16 6 34 + 72 29 42
6095 16 11 11 + 61 16 5
6096 16 14 47 + 26 33 34
6097 16 14 26 + 35 6 33
6098 16 15 34 + 19 27 42
6099 16 15 36 + 19 27 14
6100 16 16 52 + 0 50 28
6101 16 25 49 - 72 12 4
6102 16 15 37 + 28 9 32
6103 16 15 45 + 31 57 50
6104 16 16 31 + 35 42 27
6105 16 17 9 + 34 52 46
6106 16 18 47 + 7 24 40
6107 16 17 20 + 34 54 8
6108 16 17 26 + 35 8 9
6109 16 17 41 + 35 0 15
6110 16 17 44 + 35 5 15
6111 16 14 23 + 63 15 41
6112 16 18 1 + 35 6 39
6113 16 19 11 + 14 8 1
6114 16 18 24 + 35 10 28
6115 16 24 27 - 51 57 12
6116 16 18 55 + 35 9 14
6117 16 19 18 + 37 5 43
6117 16 19 18 + 37 5 43
6117 16 19 22 + 37 4 8
6118 16 21 49 - 2 17 1
6119 16 19 42 + 37 48 24
6120 16 19 48 + 37 46 27
6121 16 23 36 - 26 31 29
6122 16 20 9 + 37 47 55
6123 16 17 20 + 61 56 21
6124 16 25 17 - 40 40 1
6125 16 19 11 + 57 59 5
6126 16 21 28 + 36 22 38
6127 16 19 11 + 57 59 5
6128 16 19 11 + 57 59 5
6129 16 21 43 + 37 59 47
6130 16 19 34 + 57 36 54
6131 16 21 52 + 38 56 12
6131 16 21 52 + 38 56 12
6131 16 22 0 + 38 54 57
6132 16 23 39 + 11 47 12
6133 16 20 17 + 56 39 12
6134 16 27 44 - 49 9 51
6135 16 14 25 + 64 59 0
6136 16 20 59 + 55 58 13
6137 16 23 3 + 37 55 21
6137 16 23 3 + 37 55 21
6137 16 22 60 + 37 56 57
6138 17 22 40 + 41 6 8
6139 16 27 40 - 38 50 54
6140 16 20 57 + 65 23 24
6141 16 23 6 + 40 51 30
6142 16 23 21 + 37 15 30
6143 16 21 42 + 55 5 11
6144 16 27 14 - 26 1 27
6145 16 25 2 + 40 56 47
6146 16 25 10 + 40 53 33
6147 16 25 6 + 40 55 44
6148 16 27 4 + 24 5 34
6149 16 27 24 + 19 35 51
6150 16 25 50 + 40 29 20
6150 16 25 50 + 40 29 20
6150 16 25 44 + 40 28 32
6151 16 38 24 - 73 15 7
6152 16 32 45 - 52 38 36
6153 16 31 31 - 40 15 11
6154 16 25 31 + 49 50 25
6155 16 26 8 + 48 22 3
6156 16 34 53 - 60 37 9
6157 16 25 48 + 55 21 40
6158 16 27 41 + 39 23 0
6159 16 27 25 + 42 40 49
6160 16 27 41 + 40 55 39
6161 16 28 21 + 32 48 37
6162 16 28 22 + 32 50 59
6163 16 28 28 + 32 50 49
6164 16 33 41 - 48 4 46
6165 16 34 2 - 48 9 4
6166 16 28 39 + 39 33 5
6166 16 28 31 + 39 31 16
6166 16 28 53 + 39 33 39
6166 16 28 23 + 39 34 14
6166 16 28 39 + 39 31 8
6167 16 34 35 - 49 46 19
6168 16 31 21 + 20 11 6
6169 16 34 5 - 44 2 43
6170 16 27 36 + 59 33 47
6171 16 32 32 - 13 3 11
6172 16 22 10 - 1 30 51
6173 16 29 45 + 40 48 40
6174 16 29 24 + 40 52 30
6175 16 29 57 + 40 37 49
6175 16 29 58 + 40 37 41
6176 16 27 36 + 59 33 47
6177 16 30 39 + 35 3 20
6178 16 35 51 - 45 38 48
6179 16 30 47 + 35 6 10
6180 16 30 34 + 40 32 23
6181 16 32 21 + 19 49 32
6182 16 29 34 + 55 31 4
6183 16 41 42 - 69 22 21
6184 16 31 34 + 40 33 56
6185 16 33 18 + 35 20 32
6186 16 34 25 + 21 32 29
6187 16 31 37 + 57 42 26
6188 16 40 5 - 48 39 42
6189 16 31 41 + 59 37 36
6190 16 32 6 + 58 26 21
6191 16 31 41 + 59 37 36
6192 16 40 21 - 43 21 55
6193 16 41 20 - 48 45 48
6194 16 36 37 + 36 12 2
6195 16 36 33 + 39 1 42
6196 16 37 54 + 36 4 23
6197 16 37 60 + 35 59 45
6198 16 35 31 + 57 29 14
6199 16 39 29 + 36 3 34
6200 16 44 9 - 47 28 11
6201 16 40 14 + 23 45 55
6202 16 43 23 + 61 59 1
6203 16 40 27 + 23 46 31
6204 16 46 8 - 47 0 44
6205 16 41 42 + 36 27 39
6206 16 40 8 + 58 37 2
6207 16 43 4 + 36 49 55
6208 16 49 26 - 53 42 18
6209 16 54 58 - 72 35 12
6210 16 44 30 + 23 48 2
6211 16 41 28 + 57 47 2
6212 16 43 23 + 39 48 26
6213 16 41 37 + 57 48 54
6214 16 39 32 + 66 2 23
6215 16 51 7 - 58 59 35
6215 16 52 49 - 58 56 49
6216 16 49 24 - 44 43 53
6217 16 32 39 + 78 11 57
6218 16 47 15 - 1 56 50
6219 16 46 23 + 9 2 18
6220 16 47 13 - 0 16 30
6221 16 52 46 - 59 13 6
6222 16 49 24 - 44 43 53
6223 16 43 4 + 61 34 43
6224 16 48 19 + 6 18 44
6225 16 48 22 + 6 13 23
6226 16 43 23 + 61 59 1
6227 16 51 30 - 40 54 0
6228 16 48 3 + 26 12 46
6229 16 46 59 + 47 31 42
6230 16 50 47 + 4 36 16
6231 16 54 10 - 41 49 30
6232 16 43 20 + 70 37 57
6233 16 50 16 + 23 34 49
6234 16 51 57 + 4 23 3
6235 16 53 25 - 22 10 36
6236 16 44 34 + 70 46 48
6237 16 44 7 + 70 38 5
6238 16 47 16 + 62 8 51
6239 16 50 5 + 42 44 23
6240 16 52 59 + 2 24 11
6241 16 50 11 + 45 25 16
6242 16 55 31 - 39 28 1
6243 16 52 26 + 23 19 58
6244 16 48 4 + 62 12 2
6245 16 45 22 + 70 48 16
6246 16 49 53 + 55 32 34
6246 16 50 14 + 55 23 5
6247 16 48 19 + 62 58 38
6248 16 46 22 + 70 21 22
6249 16 57 42 - 44 48 17
6250 16 57 56 - 45 56 12
6251 16 32 32 + 82 32 18
6252 16 32 40 + 82 34 38
6253 16 59 6 - 52 42 57
6254 16 57 9 - 4 5 56
6255 16 54 47 + 36 30 6
6256 16 59 33 - 37 7 15
6257 16 56 3 + 39 38 46
6258 16 52 30 + 60 30 52
6259 17 0 45 - 44 39 18
6260 16 51 50 + 63 42 53
6261 16 56 30 + 27 58 41
6262 16 58 43 + 57 5 57
6263 16 56 43 + 27 49 21
6264 16 57 16 + 27 50 58
6265 16 57 29 + 27 50 41
6266 17 1 13 - 30 6 42
6267 16 58 9 + 22 59 7
6268 17 2 4 - 39 43 16
6269 16 57 58 + 27 51 18
6270 16 58 44 + 27 51 32
6271 16 58 51 + 27 57 53
6272 16 58 58 + 27 55 51
6273 17 2 38 - 26 16 3
6274 16 59 20 + 29 56 47
6274 16 59 22 + 29 56 27
6275 16 55 34 + 63 14 34
6276 17 0 45 + 23 2 40
6277 17 0 49 + 23 2 24
6278 17 0 50 + 23 0 40
6279 16 59 1 + 47 14 16
6280 17 1 58 + 6 39 59
6280 17 1 58 + 6 40 3
6281 17 4 47 - 37 53 16
6282 17 0 47 + 29 49 13
6283 16 59 27 + 49 55 19
6284 17 4 29 - 24 45 51
6285 16 58 24 + 58 57 21
6286 16 58 32 + 58 56 15
6287 17 5 9 - 22 42 27
6288 16 57 24 + 68 27 27
6289 16 57 45 + 68 30 51
6290 17 0 56 + 58 58 15
6291 17 0 56 + 58 56 16
6292 17 3 4 + 61 2 38
6293 17 10 10 - 26 34 52
6294 17 10 16 - 26 34 25
6295 17 3 15 + 60 20 16
6296 17 8 45 + 3 53 40
6297 17 3 36 + 62 1 34
6298 17 3 36 + 62 1 34
6299 17 5 4 + 62 27 30
6300 17 16 60 - 62 49 13
6301 17 8 33 + 42 20 21
6302 17 13 44 - 37 6 12
6303 17 5 3 + 68 49 40
6304 17 14 33 - 29 27 42
6305 17 18 1 - 59 10 16
6306 17 7 37 + 60 43 45
6307 17 7 40 + 60 45 2
6308 17 11 60 + 23 22 46
6309 17 14 4 - 12 54 37
6310 17 7 57 + 60 59 25
6311 17 10 44 + 41 39 4
6312 17 10 48 + 42 17 17
6313 17 10 21 + 48 19 54
6314 17 12 39 + 23 16 14
6315 17 12 46 + 23 13 25
6316 17 16 37 - 28 8 22
6317 17 8 59 + 62 53 53
6318 17 16 13 - 39 25 26
6319 17 9 44 + 62 58 23
6320 17 12 56 + 40 16 2
6321 17 14 24 + 20 18 49
6322 17 18 26 - 42 56 2
6323 17 13 18 + 43 46 56
6324 17 5 25 + 75 24 28
6325 17 17 59 - 23 45 55
6326 17 20 46 - 51 45 14
6327 17 14 2 + 43 38 56
6328 17 23 41 - 65 0 35
6329 17 14 15 + 43 41 6
6330 17 15 44 + 29 24 15
6331 17 3 34 + 78 37 47
6332 17 15 3 + 43 39 37
6333 17 19 12 - 18 30 57
6334 17 20 48 - 36 6 12
6335 17 19 32 - 30 9 49
6336 17 16 17 + 43 49 15
6337 17 22 16 - 38 28 59
6338 17 15 23 + 57 24 41
6339 17 17 7 + 40 50 42
6340 17 10 24 + 72 18 17
6341 17 17 7 + 43 8 13
6342 17 21 10 - 19 35 12
6343 17 17 16 + 41 3 10
6344 17 17 18 + 42 26 4
6345 17 15 24 + 57 21 2
6346 17 15 24 + 57 19 23
6347 17 19 55 + 16 39 38
6348 17 18 21 + 41 38 53
6349 17 19 6 + 36 3 41
6350 17 18 42 + 41 41 40
6351 17 19 11 + 36 3 36
6352 17 25 29 - 48 25 20
6353 17 21 12 + 15 41 18
6354 17 24 34 - 38 32 30
6355 17 23 59 - 26 21 11
6356 17 23 35 - 17 48 45
6357 17 24 44 - 34 12 5
6358 17 18 53 + 52 36 57
6359 17 17 53 + 61 46 51
6360 17 24 27 - 29 51 46
6361 17 18 41 + 60 36 29
6362 17 31 55 - 67 2 51
6363 17 22 40 + 41 6 8
6364 17 24 27 + 29 23 28
6365 17 22 44 + 62 9 57
6365 17 22 44 + 62 10 24
6366 17 27 44 - 5 4 34
6367 17 25 9 + 37 45 37
6368 17 27 11 + 11 32 35
6369 17 29 20 - 23 45 33
6370 17 23 25 + 56 58 30
6371 17 27 21 + 26 30 18
6372 17 27 32 + 26 28 29
6373 17 24 8 + 58 59 43
6374 17 34 42 - 32 34 54
6375 17 29 22 + 16 12 26
6376 17 25 19 + 58 49 2
6377 17 25 23 + 58 49 22
6378 17 30 42 + 6 16 53
6379 17 30 35 + 16 17 19
6380 17 34 28 - 39 4 7
6381 17 27 17 + 60 0 50
6382 17 27 55 + 56 52 8
6383 17 34 42 - 32 34 54
6384 17 32 24 + 7 3 39
6385 17 28 2 + 57 31 19
6386 17 28 52 + 52 43 26
6387 17 28 24 + 57 32 45
6388 17 36 17 - 44 44 4
6389 17 32 40 + 16 24 7
6390 17 28 28 + 60 5 40
6391 17 28 49 + 58 51 3
6392 17 43 31 - 69 47 4
6393 17 30 9 + 59 31 55
6394 17 30 21 + 59 38 24
6395 17 26 31 + 71 5 50
6396 17 37 36 - 35 1 33
6397 17 40 41 - 53 40 23
6398 17 42 44 - 61 41 38
6399 17 31 50 + 59 36 56
6400 17 40 12 - 36 57 42
6401 17 38 37 - 23 54 30
6402 17 37 36 - 3 14 43
6403 17 43 24 - 61 40 55
6404 17 39 37 - 33 14 48
6405 17 40 20 - 32 15 30
6406 17 38 19 + 18 49 58
6407 17 44 58 - 60 44 23
6408 17 38 47 + 18 52 42
6409 17 36 35 + 50 45 59
6410 17 35 21 + 60 47 32
6411 17 35 33 + 60 48 47
6412 17 29 37 + 75 42 17
6413 17 40 41 + 12 37 26
6414 17 30 37 + 74 22 36
6415 17 44 18 - 35 4 0
6416 17 44 20 - 32 21 40
6417 17 41 48 + 23 40 18
6418 17 38 9 + 58 42 55
6419 17 36 6 + 68 9 21
6420 17 36 16 + 68 3 9
6421 17 45 44 - 33 41 14
6422 17 36 30 + 68 3 30
6423 17 36 53 + 68 10 16
6424 17 36 12 + 69 59 22
6425 17 47 0 - 31 31 48
6426 17 44 55 + 3 10 15
6427 17 43 39 + 25 29 38
6428 17 43 52 + 25 33 18
6429 17 44 5 + 25 21 3
6430 17 45 14 + 18 8 20
6431 17 43 39 + 25 29 38
6432 17 47 22 - 24 53 16
6433 17 43 56 + 36 48 2
6434 17 36 49 + 72 5 18
6435 17 40 11 + 62 38 31
6436 17 41 13 + 60 26 59
6437 17 48 24 - 35 21 0
6438 18 22 16 - 85 24 6
6438 18 22 33 - 85 24 22
6439 17 48 20 - 16 28 44
6440 17 48 53 - 20 21 32
6441 17 50 13 - 37 3 2
6442 17 46 51 + 20 45 42
6443 17 44 34 + 48 6 52
6444 17 49 35 - 34 49 11
6445 17 49 15 - 20 0 32
6446 17 46 8 + 35 34 10
6447 17 46 17 + 35 34 20
6448 17 44 21 + 53 32 25
6449 17 43 47 + 56 48 15
6450 17 47 32 + 18 34 31
6451 17 50 41 - 30 12 42
6452 17 47 59 + 20 50 15
6453 17 50 52 - 34 35 53
6454 17 44 57 + 55 42 16
6455 17 51 8 - 35 20 14
6456 17 42 32 + 67 35 32
6457 17 42 53 + 66 28 34
6458 17 49 11 + 20 48 17
6459 17 45 47 + 55 46 37
6460 17 49 30 + 20 45 51
6461 17 39 57 + 74 2 2
6462 17 44 49 + 61 54 38
6463 17 43 34 + 67 36 15
6464 17 45 48 + 60 53 51
6465 17 52 55 - 25 23 50
6466 17 48 8 + 51 23 58
6467 17 50 40 + 17 32 18
6468 17 50 39 + 17 12 36
6469 17 52 57 - 22 18 43
6470 17 44 15 + 67 37 9
6471 17 44 13 + 67 35 34
6471 17 44 18 + 67 35 27
6472 17 44 3 + 67 37 49
6473 17 46 54 + 57 18 30
6474 17 47 6 + 57 18 5
6475 17 53 50 - 34 47 36
6476 17 54 12 - 29 7 12
6477 17 44 30 + 67 36 39
6478 17 48 38 + 51 9 24
6479 17 48 22 + 54 8 59
6480 17 54 26 - 30 27 6
6481 17 52 49 + 4 10 2
6482 17 51 49 + 23 4 22
6483 17 59 31 - 63 40 7
6484 17 51 47 + 24 28 59
6485 17 51 53 + 31 27 43
6486 17 52 35 + 29 49 7
6487 17 52 42 + 29 50 19
6488 17 49 21 + 62 13 24
6489 17 50 1 + 60 5 33
6490 17 54 30 + 18 22 35
6491 17 50 1 + 61 31 55
6492 18 2 48 - 66 25 50
6493 17 50 23 + 61 33 34
6493 17 50 1 + 61 31 55
6494 17 56 56 - 19 0 42
6495 17 54 51 + 18 19 39
6496 17 59 2 - 44 15 52
6497 17 51 18 + 59 28 16
6498 17 51 18 + 59 28 16
6499 17 55 20 + 18 21 34
6500 17 55 60 + 18 20 20
6501 17 56 4 + 18 22 25
6502 18 4 14 - 65 24 35
6503 17 49 28 + 70 8 37
6504 17 56 6 + 33 12 31
6505 17 51 7 + 65 31 53
6506 17 59 53 - 24 41 7
6507 17 59 50 - 17 27 0
6508 17 49 46 + 72 1 18
6509 17 59 25 + 6 17 14
6510 17 54 39 + 60 49 2
6511 17 54 39 + 60 49 2
6512 17 54 50 + 62 38 44
6513 17 59 34 + 24 53 15
6514 18 2 42 - 22 58 18
6515 17 57 25 + 50 43 39
6516 17 55 17 + 62 40 10
6517 18 1 51 - 8 57 30
6518 17 59 44 + 28 52 2
6519 18 3 20 - 29 48 14
6520 18 3 25 - 27 53 28
6521 17 55 48 + 62 36 42
6521 17 56 35 + 62 37 1
6522 18 3 34 - 30 2 0
6523 18 3 42 - 24 22 48
6524 17 59 15 + 45 53 17
6525 18 2 6 + 11 1 31
6526 18 4 6 - 24 26 30
6527 18 1 46 + 19 43 45
6528 18 4 50 - 30 3 19
6529 18 5 29 - 36 17 48
6530 18 4 30 - 24 21 30
6531 18 4 13 - 22 30 0
6532 17 59 14 + 56 13 55
6533 18 3 42 - 24 22 48
6534 17 57 19 + 64 18 12
6535 18 3 51 - 0 17 47
6536 17 57 16 + 64 56 16
6537 18 5 13 - 19 50 32
6538 17 54 17 + 73 25 27
6539 18 4 50 - 7 35 7
6540 18 6 9 - 27 45 53
6541 18 8 2 - 43 42 40
6542 17 59 39 + 61 21 32
6543 17 58 33 + 66 38 1
6544 18 7 21 - 24 59 49
6545 18 12 15 - 63 46 33
6546 18 7 22 - 23 17 48
6547 18 5 10 + 25 13 58
6548 18 5 59 + 18 35 14
6549 18 5 49 + 18 32 16
6550 18 5 49 + 18 32 16
6551 18 9 0 - 29 33 0
6552 18 0 7 + 66 36 55
6553 18 9 16 - 25 54 26
6554 18 9 23 - 18 22 42
6555 18 7 49 + 17 36 17
6556 18 9 56 - 27 31 27
6557 18 21 25 - 76 34 58
6558 18 10 18 - 31 45 47
6559 18 9 58 - 24 6 35
6560 18 5 14 + 46 52 54
6561 18 10 30 - 16 43 28
6562 18 5 1 + 56 15 49
6563 18 12 3 - 33 52 4
6564 18 9 2 + 17 23 40
6565 18 11 53 - 28 10 41
6566 18 7 1 + 52 15 38
6567 18 13 45 - 19 4 32
6568 18 12 44 - 21 35 0
6569 18 13 39 - 31 49 33
6570 18 11 7 + 14 5 34
6571 18 10 49 + 21 14 21
6572 18 12 6 + 6 51 15
6573 18 13 42 - 22 7 8
6574 18 11 51 + 14 58 54
6575 18 10 58 + 31 6 58
6576 18 11 48 + 21 25 44
6577 18 12 1 + 21 27 50
6578 18 16 17 - 20 27 0
6579 18 12 32 + 21 25 14
6580 18 12 34 + 21 25 33
6581 18 12 18 + 25 39 46
6582 18 11 2 + 49 54 41
6582 18 11 5 + 49 54 33
6583 18 15 49 - 22 8 15
6584 18 18 38 - 52 12 52
6585 18 12 22 + 39 38 0
6586 18 13 38 + 21 5 27
6587 18 13 51 + 18 49 33
6588 18 21 27 - 63 48 24
6589 18 16 52 - 19 46 41
6590 18 17 5 - 19 51 58
6591 18 14 4 + 21 3 49
6592 18 9 51 + 61 25 21
6593 18 14 4 + 22 17 5
6594 18 10 6 + 61 8 1
6595 18 17 5 - 19 51 58
6596 18 17 33 - 16 39 0
6597 18 11 13 + 61 10 52
6598 18 8 56 + 69 4 7
6599 18 15 43 + 24 54 47
6600 18 15 43 + 24 54 47
6601 18 11 44 + 61 27 11
6602 18 16 34 + 25 2 37
6603 18 18 24 - 18 24 24
6604 18 18 6 - 12 13 0
6605 18 16 24 - 15 0 0
6606 18 14 41 + 43 16 7
6607 18 12 15 + 61 20 0
6608 18 12 29 + 61 17 55
6609 18 12 34 + 61 19 56
6610 18 11 51 + 14 58 54
6611 18 18 45 - 13 47 54
6612 18 16 11 + 36 4 45
6613 18 19 58 - 17 6 6
6614 18 25 7 - 63 14 54
6615 18 18 33 + 13 15 55
6616 18 17 41 + 22 14 16
6617 18 14 3 + 61 19 10
6618 18 20 47 - 16 10 18
6619 18 18 56 + 23 39 19
6620 18 22 54 - 26 49 16
6621 18 12 56 + 68 21 47
6622 18 12 60 + 68 21 15
6623 18 19 43 + 23 42 34
6623 18 19 43 + 23 42 7
6624 18 23 41 - 30 21 38
6625 18 23 13 - 12 0 47
6626 18 24 33 - 24 52 10
6627 18 22 39 + 15 41 54
6628 18 22 22 + 23 28 39
6629 18 25 42 - 23 12 8
6630 18 32 35 - 63 17 31
6631 18 27 10 - 12 1 35
6632 18 25 3 + 27 32 9
6633 18 27 15 + 6 30 30
6634 18 29 55 - 33 30 40
6635 18 27 37 + 14 49 7
6636 18 22 3 + 66 37 3
6636 18 22 5 + 66 37 21
6637 18 31 23 - 32 20 51
6638 18 30 56 - 25 29 45
6639 18 30 58 - 13 10 14
6640 18 28 8 + 34 18 9
6641 18 28 57 + 22 54 12
6642 18 31 54 - 23 28 33
6643 18 19 46 + 74 34 6
6644 18 32 35 - 25 7 42
6645 18 32 38 - 16 53 2
6646 18 29 39 + 39 51 54
6647 18 32 49 - 17 13 42
6648 18 25 37 + 64 58 33
6649 18 33 28 - 10 24 8
6650 18 25 28 + 68 0 23
6651 18 24 20 + 71 36 8
6652 18 35 46 - 32 59 23
6653 18 44 39 - 73 15 47
6654 18 24 8 + 73 10 58
6654 18 39 25 + 73 34 51
6655 18 34 31 - 5 55 16
6656 18 36 24 - 23 54 10
6657 18 33 2 + 34 3 39
6658 18 33 56 + 22 53 17
6659 18 34 0 + 23 35 42
6660 18 34 37 + 22 54 33
6661 18 34 37 + 22 54 33
6662 18 34 11 + 32 3 53
6663 18 33 34 + 40 2 57
6664 18 36 31 - 8 11 15
6665 18 34 30 + 30 43 15
6666 18 34 44 + 33 35 18
6667 18 30 40 + 67 59 12
6668 18 30 40 + 67 59 12
6669 18 37 15 + 22 11 47
6670 18 33 33 + 59 53 16
6670 18 33 38 + 59 53 23
6671 18 37 26 + 26 25 3
6672 18 36 15 + 42 56 49
6673 18 45 6 - 62 17 49
6674 18 38 34 + 25 22 28
6675 18 37 26 + 40 3 28
6676 18 33 10 + 66 57 36
6677 18 33 30 + 67 8 13
6678 18 30 40 + 67 59 12
6679 18 33 36 + 67 6 36
6680 18 39 44 + 22 18 59
6681 18 43 13 - 32 17 29
6682 18 39 37 - 4 48 48
6683 18 42 13 - 6 12 45
6684 18 48 57 - 65 10 22
6684 18 52 24 - 64 49 53
6685 18 39 59 + 39 58 56
6686 18 40 7 + 40 8 17
6687 18 37 22 + 59 38 35
6688 18 40 40 + 36 17 22
6689 18 34 50 + 70 31 27
6690 18 34 50 + 70 31 27
6691 18 39 12 + 55 38 30
6692 18 41 42 + 34 50 39
6693 18 41 32 + 36 54 54
6694 18 45 15 - 9 23 6
6695 18 42 43 + 40 22 2
6696 18 40 5 + 59 20 0
6697 18 45 15 + 25 30 46
6698 18 48 18 - 25 54 48
6699 18 52 2 - 57 19 14
6700 18 46 4 + 32 16 46
6701 18 43 13 + 60 39 11
6702 18 46 58 + 45 42 22
6703 18 47 19 + 45 33 3
6704 18 50 46 - 5 12 18
6705 18 51 5 - 6 16 12
6706 18 56 51 - 63 9 59
6707 18 55 22 - 53 49 9
6708 18 55 36 - 53 43 24
6709 18 51 30 + 10 20 0
6710 18 50 34 + 26 50 19
6711 18 49 1 + 47 39 27
6712 18 53 4 - 8 42 20
6713 18 50 44 + 33 57 37
6714 18 45 49 + 66 43 30
6715 18 55 3 - 30 28 40
6716 18 54 34 - 19 54 30
6717 18 55 6 - 22 42 1
6718 19 1 29 - 66 6 37
6719 19 3 7 - 68 35 16
6720 18 53 35 + 33 1 47
6721 19 0 51 - 57 45 34
6722 19 3 40 - 64 53 42
6723 18 59 33 - 36 37 52
6724 18 56 46 + 10 25 42
6725 19 1 56 - 53 51 51
6726 19 1 39 - 36 53 29
6727 19 1 42 - 36 52 35
6728 18 57 31 - 8 57 56
6729 19 1 55 - 36 57 28
6730 19 7 34 - 68 54 44
6731 18 57 14 + 43 4 38
6732 18 56 24 + 52 22 39
6732 18 56 26 + 52 22 38
6733 19 6 11 - 62 11 48
6734 19 7 14 - 65 27 39
6735 19 0 45 - 0 27 21
6736 19 7 29 - 65 25 43
6737 19 2 10 - 18 32 48
6738 19 1 20 + 11 36 54
6739 19 7 49 - 61 22 3
6740 19 0 51 + 28 46 16
6741 19 2 37 - 0 26 56
6742 18 59 20 + 48 27 59
6743 19 1 27 + 29 17 14
6744 19 9 46 - 63 51 24
6744 19 8 44 - 63 43 48
6745 19 1 42 + 40 44 45
6745 19 1 42 + 40 45 33
6746 19 10 22 - 61 58 6
6747 18 55 22 + 72 46 20
6748 19 3 50 + 21 36 30
6749 19 5 15 + 1 54 5
6750 19 0 36 + 59 10 2
6751 19 5 56 - 5 59 30
6752 19 10 52 - 59 58 53
6753 19 11 24 - 57 2 56
6754 19 11 25 - 50 38 31
6754 19 8 44 - 51 2 47
6755 19 7 49 + 4 16 0
6756 19 8 43 + 4 42 21
6757 19 5 6 + 55 43 3
6758 19 13 53 - 56 18 34
6759 19 6 57 + 50 20 54
6760 19 11 12 + 1 1 52
6761 19 15 5 - 50 39 25
6762 19 5 37 + 63 56 3
6763 19 5 37 + 63 56 3
6764 19 8 17 + 50 55 59
6765 19 11 7 + 30 32 47
6766 20 10 24 + 46 27 42
6767 19 11 34 + 37 43 34
6768 19 16 33 - 40 12 31
6768 19 16 30 - 40 13 22
6769 19 18 23 - 60 30 3
6770 19 18 37 - 60 29 46
6771 19 18 39 - 60 32 47
6772 19 14 36 - 2 42 22
6773 19 15 8 + 4 51 24
6774 19 16 18 - 16 19 30
6775 19 16 42 - 0 55 58
6776 19 25 19 - 63 51 36
6776 19 25 6 - 63 40 58
6777 19 26 32 - 71 27 52
6778 19 18 25 - 1 35 45
6779 19 16 36 + 30 11 7
6780 19 22 51 - 55 46 33
6781 19 18 28 + 6 32 25
6782 19 23 58 - 59 55 20
6783 19 16 48 + 46 1 5
6784 19 26 31 - 65 37 36
6784 19 26 36 - 65 37 3
6785 19 18 25 - 1 35 45
6786 19 10 54 + 73 24 39
6787 19 16 11 + 60 25 3
6788 19 26 50 - 54 57 2
6789 19 16 42 + 63 58 19
6790 19 22 57 + 1 30 49
6791 19 20 53 + 37 46 27
6792 19 20 57 + 43 7 56
6793 19 23 13 + 22 9 27
6794 19 28 4 - 38 55 7
6795 19 26 19 + 3 30 46
6796 19 21 31 + 61 8 42
6797 19 29 1 - 25 39 59
6798 19 24 3 + 53 37 27
6799 19 32 17 - 55 54 28
6800 19 27 0 + 25 5 30
6801 19 27 36 + 54 22 21
6802 19 30 36 + 20 15 42
6803 19 31 16 + 10 3 26
6804 19 31 35 + 9 13 33
6805 19 36 46 - 37 33 14
6806 19 37 5 - 42 17 45
6807 19 34 34 + 5 41 4
6808 19 43 54 - 70 37 56
6809 19 39 59 - 30 57 42
6810 19 43 34 - 58 39 22
6811 19 37 10 + 46 22 32
6812 19 45 24 - 55 20 49
6813 19 40 24 + 27 18 34
6814 19 42 41 - 10 19 28
6815 19 40 44 + 26 45 32
6816 19 44 2 - 28 24 3
6817 19 37 24 + 62 23 2
6817 19 37 21 + 62 23 0
6818 19 43 58 - 14 9 9
6819 19 41 18 + 40 11 0
6820 19 42 28 + 23 5 15
6821 19 44 24 - 6 50 4
6822 19 44 57 - 14 48 23
6823 19 43 10 + 23 18 0
6824 19 43 41 + 56 6 32
6825 19 41 55 + 64 4 24
6826 19 44 48 + 50 31 32
6827 19 48 53 + 21 12 58
6828 19 50 17 + 7 54 14
6829 19 47 8 + 59 54 26
6830 19 51 0 + 23 6 0
6831 19 47 57 + 59 53 35
6832 19 48 16 + 59 25 22
6833 19 49 47 + 48 57 42
6834 19 52 13 + 29 24 29
6835 19 54 33 - 12 34 3
6836 19 54 40 - 12 41 18
6837 19 53 8 + 11 41 54
6838 19 53 46 + 18 46 44
6839 19 54 33 + 17 56 20
6840 19 55 17 + 12 7 18
