NI RH RM RS V DG DM DS
3249 12 23 18 + 25 26 40
3250 12 23 18 + 25 37 43
3251 12 23 18 + 25 39 13
3252 12 23 26 + 28 37 6
3253 12 23 45 - 34 37 17
3254 12 23 30 + 19 25 37
3255 12 23 35 + 9 38 56
3256 12 23 39 + 7 3 16
3257 12 23 45 + 7 15 14
3258 12 23 45 + 12 28 43
3259 12 23 49 + 7 11 11
3260 12 23 53 + 7 6 25
3261 12 23 53 + 11 28 51
3262 12 23 48 + 27 23 40
3263 12 23 51 + 28 11 55
3264 12 23 52 + 25 33 25
3265 12 23 59 + 7 48 14
3266 12 24 0 + 7 47 3
3267 12 24 6 + 7 2 26
3268 12 24 8 + 6 36 25
3269 12 24 4 + 27 26 5
3270 12 24 6 + 27 34 39
3271 12 24 14 + 7 57 9
3272 12 24 9 + 23 17 6
3273 12 24 15 + 8 32 13
3274 12 24 15 + 9 16 2
3275 12 24 20 + 10 26 47
3276 12 24 14 + 25 49 6
3277 12 24 16 + 25 33 49
3278 12 24 15 + 27 25 20
3279 12 24 24 + 12 51 10
3280 12 24 27 + 13 14 0
3281 12 24 28 + 7 49 8
3282 12 24 28 + 25 40 14
3283 12 24 28 + 27 12 42
3284 12 24 38 + 10 50 19
3285 12 24 34 + 24 51 35
3286 12 24 35 + 23 44 52
3287 12 24 37 + 24 35 41
3288 12 24 39 + 24 56 57
3289 12 24 57 - 26 1 49
3290 12 25 9 - 39 46 33
3291 12 24 48 + 12 1 9
3292 12 24 48 + 18 11 44
3293 12 24 54 + 17 25 57
3294 12 24 50 + 25 35 49
3295 12 24 49 + 28 42 28
3296 12 24 58 + 24 23 0
3297 12 24 58 + 26 46 17
3298 12 25 4 + 17 0 55
3299 12 25 3 + 27 22 30
3300 12 25 5 + 25 57 24
3301 12 25 18 + 14 10 19
3302 12 25 10 + 25 52 43
3303 12 25 15 + 12 42 54
3304 12 25 12 + 25 25 25
3305 12 25 15 + 11 50 59
3306 12 25 12 + 27 24 10
3307 12 25 18 + 14 10 19
3308 12 25 18 + 26 42 57
3309 12 25 20 + 28 22 53
3310 12 25 55 + 15 40 49
3311 12 25 33 + 12 15 37
3312 12 25 30 + 23 34 53
3313 12 25 37 + 15 49 47
3314 12 25 31 + 23 35 30
3315 12 25 39 + 12 18 48
3316 12 25 36 + 26 9 51
3317 12 25 39 + 25 20 36
3318 12 25 50 + 9 45 46
3319 12 25 51 + 10 23 28
3320 12 25 51 + 10 27 32
3321 12 25 46 + 26 4 55
3322 12 25 54 + 7 33 17
3322 12 25 43 + 7 13 1
3323 12 25 48 + 27 32 36
3324 12 25 49 + 26 44 22
3325 12 25 51 + 23 53 45
3326 12 25 53 + 23 46 6
3327 12 26 3 + 14 52 49
3328 12 25 58 + 10 3 14
3329 12 25 56 + 27 33 52
3330 12 25 56 + 30 50 35
3331 12 26 5 + 11 48 45
3332 12 26 5 + 25 16 46
3333 12 26 9 + 13 7 58
3334 12 26 10 + 28 27 57
3335 12 26 19 + 26 7 47
3336 12 26 20 + 26 50 18
3337 12 26 21 + 25 18 39
3338 12 26 22 + 25 53 9
3339 12 26 30 + 8 52 18
3340 12 26 33 + 16 50 39
3341 12 26 23 + 27 44 46
3342 12 26 27 + 27 8 22
3343 12 26 35 + 8 52 35
3344 12 26 32 + 13 34 46
3345 12 26 33 + 24 22 8
3346 12 26 45 + 11 22 47
3347 12 26 45 + 10 55 7
3348 12 26 38 + 25 37 27
3349 12 26 47 + 12 27 14
3350 12 26 46 + 9 26 33
3351 12 26 42 + 27 36 21
3352 12 26 47 + 8 45 26
3353 12 26 45 + 27 54 43
3354 12 26 52 + 12 5 49
3355 12 26 51 + 13 10 38
3356 12 26 51 + 11 33 30
3357 12 26 51 + 9 46 39
3358 12 26 54 + 11 39 48
3359 12 26 51 + 23 29 55
3360 12 26 51 + 26 2 46
3361 12 26 55 + 10 39 55
3362 12 26 54 + 26 41 26
3363 12 27 3 + 12 33 40
3364 12 27 5 + 25 33 48
3365 12 27 12 + 15 53 49
3366 12 27 12 + 9 24 36
3367 12 27 10 + 26 57 28
3368 12 27 21 + 16 25 38
3369 12 27 17 + 16 1 29
3370 12 27 37 - 39 20 16
3371 12 27 22 + 10 52 0
3372 12 27 25 + 25 17 12
3373 12 27 28 + 25 27 11
3374 12 27 33 + 10 0 14
3375 12 27 40 + 27 21 54
3376 12 27 50 + 26 59 37
3377 12 27 52 + 24 56 34
3378 12 28 2 + 17 17 46
3379 12 28 4 + 17 18 21
3380 12 28 6 + 26 40 24
3381 12 28 15 + 11 47 22
3382 12 28 14 + 13 34 16
3383 12 28 12 + 10 17 51
3384 12 28 13 + 25 5 29
3385 12 28 15 + 25 25 55
3386 12 28 24 + 13 11 43
3387 12 28 19 + 27 59 45
3388 12 28 28 + 12 49 25
3389 12 28 24 + 27 50 42
3390 12 28 29 + 24 48 32
3391 12 28 27 + 18 24 55
3392 12 28 43 + 14 59 57
3393 12 28 42 + 12 54 59
3394 12 28 41 + 26 47 56
3395 12 28 45 + 25 2 6
3396 12 28 45 + 25 2 59
3397 12 28 47 + 25 43 54
3398 12 28 58 + 13 33 54
3399 12 28 56 + 25 41 44
3400 12 29 3 + 9 24 22
3401 12 28 59 + 26 27 38
3402 12 28 59 + 28 51 45
3403 12 29 2 + 24 37 58
3404 12 29 11 + 7 9 14
3405 12 28 60 + 37 43 50
3406 12 29 3 + 27 38 26
3407 12 29 4 + 27 46 42
3408 12 29 16 + 11 52 32
3409 12 29 21 + 14 47 18
3410 12 29 6 + 19 0 18
3411 12 29 12 + 24 35 2
3412 12 29 23 + 9 59 16
3413 12 29 23 + 11 26 1
3414 12 29 29 + 6 46 12
3415 12 29 22 + 26 45 57
3416 12 29 36 + 10 47 38
3416 12 29 35 + 10 47 31
3417 12 29 39 + 7 51 40
3418 12 29 43 + 11 24 3
3419 12 29 45 + 15 1 27
3420 12 29 43 + 13 26 46
3421 12 29 39 + 26 13 52
3422 12 29 55 + 14 41 18
3423 12 29 47 + 13 39 32
3424 12 29 45 + 24 24 30
3425 12 29 57 + 10 36 56
3426 12 30 2 + 13 35 54
3427 12 30 10 + 10 46 45
3428 12 30 8 + 23 40 30
3429 12 30 8 + 23 32 44
3430 12 30 17 + 9 5 4
3431 12 30 24 + 11 36 51
3432 12 30 28 + 14 9 38
3433 12 30 28 + 17 18 34
3434 12 30 27 + 18 48 34
3435 12 30 40 + 15 7 47
3436 12 30 30 + 19 40 25
3437 12 30 46 + 11 20 34
3438 12 30 60 + 8 4 41
3439 12 30 60 + 25 33 41
3440 12 31 5 + 12 1 46
3441 12 31 5 + 28 51 13
3442 12 31 20 + 14 6 52
3443 12 31 16 + 12 19 56
3444 12 31 14 + 27 32 57
3445 12 31 19 + 12 44 16
3446 12 31 23 + 11 29 33
3447 12 31 18 + 10 40 48
3448 12 31 23 + 17 12 22
3449 12 31 23 + 25 54 52
3450 12 31 25 + 26 47 47
3451 12 31 24 + 28 51 20
3452 12 31 33 + 11 37 30
3453 12 31 38 + 14 51 34
3454 12 31 39 + 27 29 47
3455 12 31 45 + 25 47 7
3456 12 31 44 + 28 21 26
3457 12 31 51 + 12 39 26
3458 12 31 44 + 28 8 50
3459 12 31 56 + 12 10 29
3460 12 31 50 + 27 23 14
3461 12 32 3 + 11 53 23
3462 12 32 10 + 15 18 4
3463 12 32 5 + 12 19 12
3464 12 32 0 + 26 0 16
3465 12 32 12 + 12 3 41
3466 12 32 6 + 11 49 3
3467 12 32 25 + 11 47 15
3468 12 32 14 + 10 15 7
3469 12 32 11 + 25 48 10
3470 12 32 23 + 11 15 48
3471 12 32 23 + 16 1 6
3472 12 32 19 + 24 43 42
3473 12 32 19 + 18 14 40
3474 12 32 37 + 2 39 45
3475 12 32 41 + 12 46 10
3476 12 32 42 + 14 3 0
3477 12 32 38 + 26 2 18
3478 12 32 44 + 14 11 46
3479 12 32 41 + 25 24 22
3480 12 32 41 + 26 49 44
3481 12 32 57 + 11 23 26
3481 12 32 52 + 11 24 17
3482 12 33 1 + 27 49 50
3483 12 33 10 + 11 20 49
3484 12 33 5 + 17 24 11
3485 12 33 11 + 9 13 5
3486 12 33 14 + 12 51 26
3487 12 33 13 + 9 23 49
3488 12 33 8 + 26 20 59
3489 12 33 14 + 12 14 49
3490 12 33 14 + 10 55 42
3491 12 33 9 + 27 5 41
3492 12 33 20 + 12 51 14
3493 12 33 19 + 9 23 36
3494 12 33 14 + 27 35 5
3495 12 33 17 + 26 48 32
3496 12 33 19 + 26 45 30
3497 12 33 29 + 25 29 19
3498 12 33 29 + 26 44 19
3499 12 33 45 + 10 59 44
3500 12 33 50 + 13 57 46
3501 12 33 52 + 13 19 21
3502 12 33 43 + 26 37 4
3503 12 33 48 + 37 47 23
3504 12 34 8 + 6 53 12
3505 12 34 10 + 15 58 7
3506 12 34 7 + 12 44 30
3507 12 34 4 + 25 21 48
3508 12 34 7 + 26 40 17
3509 12 34 12 + 12 2 58
3510 12 34 15 + 11 4 18
3511 12 34 10 + 27 20 55
3512 12 34 10 + 27 21 43
3513 12 34 12 + 27 19 49
3514 12 34 16 + 26 42 1
3515 12 34 16 + 27 51 43
3516 12 34 17 + 27 27 10
3517 12 34 31 + 9 9 18
3518 12 34 31 + 9 37 26
3519 12 34 38 + 15 36 9
3520 12 34 32 + 13 30 12
3521 12 34 40 + 7 9 35
3522 12 34 46 + 15 13 16
3523 12 34 39 + 14 0 58
3524 12 34 43 + 14 14 40
3525 12 34 46 + 10 10 32
3526 12 34 41 + 25 41 4
3527 12 34 42 + 26 9 15
3528 12 34 56 + 15 33 58
3529 12 34 50 + 25 41 55
3530 12 34 49 + 17 48 49
3531 12 34 57 + 26 37 36
3532 12 34 58 + 25 52 49
3533 12 35 1 + 25 46 49
3534 12 34 52 + 14 58 42
3535 12 35 11 + 25 43 53
3536 12 35 12 + 26 32 0
3537 12 35 23 + 7 39 11
3538 12 35 16 + 26 14 10
3539 12 35 20 + 23 58 59
3540 12 35 27 + 12 45 3
3541 12 35 22 + 23 58 31
3542 12 35 41 + 11 40 0
3543 12 35 41 + 26 17 12
3544 12 35 48 + 14 18 5
3545 12 35 41 + 26 31 26
3546 12 35 42 + 26 13 21
3547 12 35 49 + 26 19 46
3548 12 35 57 + 10 56 9
3549 12 35 51 + 26 23 44
3550 12 35 52 + 27 55 57
3551 12 35 54 + 27 57 50
3552 12 35 54 + 27 59 36
3553 12 35 56 + 26 11 36
3554 12 35 55 + 27 55 39
3555 12 35 56 + 27 59 24
3556 12 35 59 + 26 57 56
3557 12 36 8 + 16 38 30
3558 12 36 3 + 11 50 58
3558 12 36 3 + 11 51 8
3559 12 36 3 + 26 59 16
3560 12 36 4 + 27 4 44
3561 12 36 5 + 26 54 0
3562 12 36 11 + 9 55 22
3563 12 36 7 + 27 55 36
3564 12 36 8 + 27 55 40
3565 12 36 12 + 26 45 22
3566 12 36 22 + 11 9 54
3567 12 36 23 + 13 36 11
3568 12 33 7 + 82 33 51
3569 12 36 8 + 19 19 18
3570 12 36 18 + 24 4 42
3571 12 36 20 + 26 5 3
3572 12 36 28 + 11 37 8
3573 12 36 27 + 11 45 35
3574 12 36 28 + 12 24 20
3575 12 36 32 + 13 44 50
3576 12 36 38 + 6 37 17
3577 12 36 26 + 11 53 49
3578 12 36 40 + 11 6 5
3579 12 36 33 + 26 6 15
3580 12 36 29 + 18 17 59
3581 12 36 38 + 24 25 44
3582 12 36 37 + 26 14 5
3583 12 36 44 + 13 15 33
3584 12 36 45 + 12 13 58
3585 12 36 40 + 26 49 50
3586 12 36 55 + 12 31 13
3587 12 36 48 + 27 32 59
3588 12 36 56 + 14 13 3
3589 12 37 1 + 6 56 13
3590 12 36 51 + 27 16 41
3591 12 37 3 + 6 55 34
3592 12 36 53 + 27 51 45
3593 12 36 54 + 27 44 55
3594 12 36 57 + 26 6 57
3595 12 37 6 + 23 47 13
3595 12 37 6 + 23 46 49
3596 12 37 19 + 26 31 15
3597 12 37 25 + 23 51 49
3598 12 37 21 + 28 12 32
3599 12 37 41 + 26 42 29
3600 12 37 41 + 27 7 46
3601 12 37 54 + 15 13 29
3602 12 38 7 + 10 4 55
3603 12 38 16 + 15 34 13
3604 12 38 21 + 11 43 50
3605 12 38 21 + 19 32 28
3606 12 38 25 + 12 36 37
3607 12 38 32 + 10 22 34
3608 12 38 37 + 10 28 33
3609 12 38 35 + 14 21 11
3610 12 38 47 + 26 52 22
3611 12 39 4 + 13 21 51
3612 12 39 5 + 14 43 54
3613 12 39 5 + 13 45 31
3614 12 39 1 + 26 18 0
3615 12 39 2 + 18 12 3
3616 12 39 5 + 14 43 54
3617 12 39 25 + 7 57 59
3618 12 39 17 + 26 40 42
3619 12 39 19 + 24 8 35
3620 12 39 18 + 27 54 30
3621 12 39 34 + 15 30 11
3622 12 39 32 + 15 25 56
3623 12 39 28 + 27 6 10
3624 12 39 35 + 11 58 55
3625 12 39 33 + 10 58 6
3625 12 39 33 + 10 58 2
3625 12 39 38 + 10 58 34
3626 12 39 32 + 25 40 36
3627 12 39 32 + 27 29 52
3628 12 39 39 + 26 14 19
3629 12 39 47 + 13 31 59
3629 12 39 49 + 13 32 55
3629 12 39 43 + 13 36 23
3630 12 39 47 + 25 25 57
3631 12 39 48 + 12 58 28
3632 12 39 60 + 26 40 56
3633 12 40 11 + 9 53 48
3634 12 40 11 + 9 50 50
3635 12 40 13 + 12 52 31
3636 12 40 15 + 22 4 31
3637 12 40 19 + 14 42 54
3638 12 40 17 + 10 31 7
3639 12 40 53 - 36 45 21
3640 12 40 25 + 26 31 28
3641 12 40 27 + 26 31 18
3642 12 40 26 + 26 43 54
3643 12 40 41 + 12 24 24
3644 12 40 36 + 26 30 17
3645 12 40 38 + 26 32 29
3646 12 40 39 + 26 31 32
3647 12 40 53 + 10 28 35
3648 12 40 52 + 12 59 4
3649 12 40 50 + 21 6 16
3650 12 40 49 + 26 28 25
3651 12 40 53 + 26 43 43
3652 12 40 59 + 11 11 3
3653 12 41 16 + 11 23 16
3654 12 41 12 + 22 35 24
3655 12 41 14 + 20 40 0
3656 12 41 14 + 22 35 41
3657 12 41 19 + 21 40 31
3658 12 41 21 + 14 42 4
3659 12 41 28 + 22 55 51
3660 12 41 37 + 21 5 35
3661 12 41 36 + 22 29 42
3662 12 41 36 + 23 25 31
3663 12 41 39 + 12 14 51
3664 12 41 41 + 19 56 40
3665 12 41 47 + 11 29 17
3666 12 41 53 + 7 50 42
3667 12 41 33 + 41 9 4
3668 12 41 33 + 41 7 33
3669 12 41 37 + 41 8 25
3670 12 41 55 + 11 46 24
3671 12 41 51 + 23 30 37
3672 12 42 9 + 11 45 15
3673 12 42 4 + 21 8 18
3674 12 42 5 + 22 30 39
3675 12 41 53 + 41 16 25
3676 12 42 12 + 13 33 35
3677 12 42 12 + 20 53 8
3678 12 42 13 + 20 52 49
3679 12 42 11 + 22 49 6
3680 12 42 1 + 39 6 18
3681 12 42 1 + 39 6 16
3682 12 42 2 + 39 5 1
3683 12 42 21 + 20 52 19
3684 12 42 27 + 11 44 22
3685 12 42 20 + 20 51 52
3686 12 42 36 + 10 33 54
3687 12 42 15 + 38 30 13
3688 12 42 37 + 14 21 25
3689 12 42 37 + 20 51 1
3690 12 42 49 + 10 21 28
3691 12 42 49 + 22 46 22
3692 12 42 54 + 20 59 22
3693 12 42 58 + 10 40 53
3694 12 43 7 + 11 12 41
3695 12 42 32 + 6 52 15
3696 12 43 10 + 19 55 41
3697 12 42 59 + 39 50 46
3698 12 43 17 + 11 12 40
3699 12 43 17 + 19 0 4
3700 12 43 20 + 19 15 53
3701 12 43 31 + 11 2 49
3701 12 43 31 + 11 2 58
3702 12 43 28 + 10 52 25
3703 12 43 22 + 37 58 29
3704 12 43 46 + 10 46 11
3705 12 43 42 + 19 19 36
3705 12 43 42 + 19 19 23
3706 12 43 48 + 9 13 47
3707 12 43 29 + 37 58 58
3708 12 43 53 + 13 7 15
3709 12 44 4 + 9 3 49
3710 12 44 10 + 12 6 52
3711 12 44 9 + 11 10 36
3712 12 44 17 + 10 22 29
3713 12 44 3 + 41 10 10
3714 12 44 23 + 10 11 20
3715 12 44 21 + 20 1 26
3716 12 44 45 + 8 6 7
3717 12 44 23 + 39 31 20
3718 12 44 45 + 12 21 3
3719 12 44 48 + 8 6 24
3720 12 44 48 + 12 3 53
3721 12 44 53 + 18 45 19
3722 12 44 51 + 11 46 44
3723 12 44 31 + 40 44 14
3724 12 44 54 + 10 16 55
3725 12 44 53 + 18 45 19
3726 12 44 43 + 40 40 44
3727 12 45 6 + 10 54 2
3727 12 45 5 + 10 54 0
3728 12 45 3 + 20 58 26
3729 12 44 53 + 39 21 6
3730 12 45 7 + 21 10 12
3731 12 45 5 + 12 26 49
3732 12 45 12 + 10 19 27
3733 12 45 17 + 6 57 25
3734 12 45 9 + 23 2 20
3735 12 45 20 + 13 41 35
3736 12 45 19 + 21 32 9
3737 12 45 20 + 21 57 36
3738 12 45 25 + 19 13 44
3739 12 45 32 + 12 59 51
3740 12 45 31 + 20 48 59
3741 12 45 33 + 19 12 12
3742 12 45 32 + 13 19 55
3743 12 45 41 + 11 6 2
3744 12 45 41 + 19 30 3
3745 12 45 45 + 19 10 40
3746 12 45 32 + 37 49 26
3747 12 45 35 + 37 58 7
3748 12 45 51 + 19 25 46
3749 12 45 51 + 19 32 9
3750 12 45 57 + 19 6 16
3751 12 45 45 + 37 49 25
3752 12 46 4 + 19 0 39
3753 12 46 4 + 19 7 17
3754 12 46 16 + 8 20 57
3755 12 46 9 + 19 9 27
3756 12 46 10 + 11 54 55
3757 12 45 60 + 38 30 50
3758 12 45 60 + 40 46 31
3759 12 46 18 + 20 47 0
3760 12 46 18 + 11 52 26
3761 12 46 27 + 20 17 23
3762 12 46 38 + 22 14 49
3763 12 46 46 + 21 59 6
3764 12 46 57 + 9 51 28
3765 12 46 35 + 38 34 26
3766 12 46 53 + 19 6 40
3767 12 46 56 + 10 10 55
3768 12 46 41 + 40 35 51
3769 12 46 48 + 40 28 13
3770 12 47 16 + 9 12 0
3771 12 46 53 + 39 10 25
3772 12 46 56 + 36 31 52
3773 12 47 15 + 10 12 12
3774 12 47 1 + 36 17 17
3775 12 47 16 + 11 45 37
3776 12 47 12 + 22 29 3
3777 12 47 25 + 9 8 37
3778 12 47 2 + 40 35 49
3779 12 47 21 + 12 9 58
3780 12 47 8 + 40 14 10
3781 12 47 25 + 22 34 10
3782 12 47 16 + 40 22 4
3783 12 47 28 + 40 33 59
3784 12 47 51 + 19 23 5
3785 12 47 52 + 19 16 30
3786 12 47 37 + 39 2 47
3787 12 47 43 + 40 37 25
3788 12 48 7 + 18 52 5
3789 12 48 7 + 20 11 39
3790 12 48 43 + 9 14 28
3791 12 47 32 + 54 22 28
3792 12 48 15 + 11 4 50
3793 12 48 12 + 19 9 6
3794 12 48 21 + 19 10 10
3795 12 48 5 + 40 43 8
3796 12 48 27 + 20 2 13
3797 12 48 35 + 11 35 52
3798 12 48 43 + 9 14 29
3799 12 48 60 - 14 23 55
3800 12 48 27 + 36 34 30
3801 12 49 1 + 10 57 21
3802 12 48 43 + 38 14 49
3803 12 49 4 + 10 37 56
3804 12 48 46 + 35 19 58
3805 12 48 42 + 38 15 15
3806 12 48 55 + 14 54 26
3807 12 49 30 - 4 24 6
3808 12 48 59 + 40 35 45
3809 12 49 4 + 36 29 22
3810 12 49 3 + 40 38 47
3811 12 49 26 + 21 27 44
3812 12 49 54 - 6 43 2
3813 12 50 2 - 25 55 12
3814 12 49 32 + 20 3 0
3815 12 49 39 + 19 16 29
3816 12 49 28 + 37 13 51
3817 12 49 43 + 22 49 54
3818 12 49 47 + 21 45 7
3819 12 50 16 - 14 22 48
3820 12 49 39 + 37 7 2
3821 12 49 58 + 20 58 7
3822 12 50 23 - 14 19 21
3823 12 49 44 + 40 53 5
3824 12 50 31 - 14 25 31
3825 12 50 37 - 14 28 58
3826 12 50 40 - 9 1 51
3827 12 50 52 - 14 29 30
3828 12 50 21 + 37 56 58
3829 12 51 33 - 27 46 59
3830 12 50 51 + 19 50 10
3831 12 51 19 - 14 34 24
3832 12 50 49 + 39 48 36
3833 12 51 32 - 13 19 48
3834 12 51 32 - 14 13 15
3835 12 50 56 + 40 11 12
3836 12 51 4 + 40 11 2
3837 12 51 33 + 19 43 23
3838 12 50 52 - 14 29 30
3839 12 51 46 + 20 25 17
3840 12 51 46 + 21 44 7
3841 12 51 51 + 22 20 39
3842 12 51 36 + 40 22 19
3843 12 51 39 + 39 0 3
3844 12 52 6 + 39 49 7
3845 12 52 9 + 38 37 7
3846 12 52 39 + 13 38 50
3847 12 52 34 + 22 3 55
3848 12 52 41 + 21 24 53
3848 12 52 40 + 21 25 0
3849 12 52 37 + 40 46 20
3850 12 52 40 + 40 6 11
3851 12 53 5 + 21 54 34
3852 12 53 3 + 35 46 23
3853 12 53 11 + 38 49 46
3854 12 53 13 + 40 50 56
3854 12 53 15 + 40 50 55
3855 12 53 23 + 36 47 11
3856 12 53 45 + 20 5 36
3857 12 53 56 + 19 36 25
3858 12 53 56 + 20 47 20
3859 12 54 20 - 9 7 2
3860 12 54 7 + 19 17 58
3861 12 53 51 + 38 16 57
3862 12 53 53 + 36 5 12
3863 12 53 54 + 38 28 51
3864 12 54 12 + 18 57 5
3865 12 54 14 + 18 52 7
3866 12 54 16 + 22 21 51
3866 12 54 15 + 22 21 35
3867 12 54 20 + 18 56 32
3868 12 54 21 + 18 59 26
3869 12 54 21 + 18 58 18
3870 12 54 22 + 22 22 52
3871 12 54 26 + 18 55 44
3872 12 54 31 + 18 57 46
3873 12 54 32 + 18 52 57
3874 12 54 34 + 18 57 27
3875 12 54 37 + 22 2 9
3876 12 54 48 + 19 0 55
3877 12 54 49 + 19 10 35
3878 12 54 30 + 40 4 11
3879 12 54 32 + 38 37 43
3880 12 54 48 + 22 30 10
3881 12 54 54 + 19 7 4
3882 12 54 54 + 22 34 30
3883 12 55 14 - 8 7 13
3884 12 54 58 + 19 40 54
3885 12 54 43 + 37 9 16
3886 12 55 0 + 19 0 41
3887 12 54 44 + 40 18 18
3888 12 54 46 + 39 34 19
3889 12 54 51 + 36 1 0
3890 12 54 50 + 37 11 7
3891 12 54 58 + 36 3 9
3892 12 55 6 + 39 13 23
3893 12 55 8 + 38 37 28
3894 12 55 27 + 19 4 6
3895 12 55 9 + 39 12 13
3896 12 56 43 - 50 20 50
3896 12 55 31 - 50 4 16
3897 12 55 19 + 39 40 23
3898 12 55 24 + 37 35 0
3899 12 55 41 + 20 38 13
3900 12 55 41 + 27 15 5
3901 12 55 51 + 21 56 17
3902 12 55 39 + 35 59 44
3903 12 55 39 + 40 24 0
3904 12 55 46 + 36 17 36
3905 12 56 9 + 19 51 10
3906 12 55 51 + 40 27 50
3907 12 56 18 + 18 47 3
3908 12 56 40 - 7 33 38
3909 12 56 3 + 40 23 7
3910 12 56 5 + 39 43 13
3911 12 56 9 + 35 38 13
3911 12 56 10 + 35 38 20
3912 12 56 8 + 39 54 38
3913 12 56 29 + 27 17 27
3914 12 56 23 + 36 21 38
3915 12 56 40 + 20 7 16
3916 12 56 31 + 38 36 51
3917 12 56 52 + 22 0 22
3918 12 56 54 + 22 22 24
3919 12 56 49 + 38 35 19
3920 12 56 50 + 39 57 33
3921 12 56 57 + 38 38 24
3922 12 56 58 + 38 28 43
3923 12 57 1 + 37 57 23
3924 12 57 25 + 18 46 54
3925 12 57 15 + 36 25 20
3926 12 57 30 + 22 48 44
3927 12 58 10 - 22 52 34
3928 12 57 18 + 40 26 30
3929 12 57 41 + 20 23 51
3930 12 57 22 + 38 45 53
3931 12 57 57 + 19 37 2
3932 12 58 6 + 19 35 5
3933 12 57 57 + 36 38 43
3934 12 58 18 + 18 49 30
3935 12 58 13 + 26 23 47
3936 12 58 20 + 19 3 28
3937 12 58 25 + 18 49 6
3938 12 58 26 + 18 45 9
3939 12 58 28 + 18 45 6
3940 12 58 16 + 35 50 22
3941 12 58 14 + 39 46 24
3942 12 58 20 + 36 6 32
3943 12 58 37 + 28 6 48
3944 12 58 45 + 23 46 52
3945 12 58 30 + 39 56 8
3946 12 58 49 + 27 48 35
3947 12 58 52 + 27 47 8
3948 12 58 58 + 24 3 41
3949 12 58 57 + 27 49 59
3950 12 59 6 + 18 44 10
3951 12 59 10 + 18 45 53
3952 12 58 52 + 38 52 11
3953 12 59 9 + 23 5 14
3954 12 59 13 + 19 16 21
3955 12 59 6 + 27 59 46
3956 12 58 56 + 37 23 55
3957 12 59 8 + 27 46 0
3958 12 59 11 + 24 1 20
3959 12 59 8 + 27 47 1
3960 12 59 8 + 27 51 17
3960 12 59 10 + 27 52 1
3961 12 59 2 + 34 51 43
3962 12 59 15 + 23 40 4
3963 12 59 14 + 27 46 26
3964 12 59 14 + 27 51 4
3965 12 59 23 + 18 50 35
3966 12 59 13 + 35 51 15
3967 12 59 13 + 36 7 47
3968 12 59 26 + 27 58 21
3969 12 59 33 + 19 39 11
3970 12 59 12 + 40 24 8
3971 12 59 32 + 22 50 43
3972 12 59 17 + 37 16 45
3973 12 59 31 + 27 53 6
3974 13 5 20 - 35 20 13
3975 12 59 16 + 38 52 59
3976 12 59 30 + 27 51 0
3977 12 59 20 + 36 47 55
3978 12 59 37 + 19 37 19
3979 12 59 21 + 36 19 24
3980 12 59 19 + 39 9 4
3981 12 59 22 + 37 13 41
3982 12 59 19 + 40 4 54
3983 12 59 20 + 39 14 53
3984 12 59 42 + 19 37 36
3985 12 59 43 + 19 35 30
3986 13 1 32 - 32 17 29
3987 12 59 25 + 38 44 2
3988 12 59 27 + 37 14 41
3989 12 59 29 + 36 45 25
3990 12 59 39 + 28 53 42
3991 12 59 40 + 28 55 33
3992 12 59 33 + 36 46 19
3993 12 59 30 + 40 36 8
3994 12 59 51 + 22 42 58
3995 12 59 33 + 39 2 26
3996 12 59 32 + 40 28 2
3997 12 59 37 + 36 41 42
3998 12 59 47 + 27 58 22
3999 12 59 31 - 14 7 55
4000 12 59 37 + 39 35 16
4001 12 59 38 + 38 52 11
4002 12 59 41 + 36 45 52
4003 12 59 39 + 38 48 58
4004 12 59 43 + 38 48 40
4005 13 0 3 + 22 38 24
4006 12 59 49 + 37 0 38
4007 13 0 7 + 19 57 53
4007 13 0 7 + 19 57 46
4008 13 0 6 + 22 21 2
4009 12 59 53 + 36 39 42
4010 12 59 54 + 37 51 34
4011 13 0 7 + 28 0 11
4012 13 0 8 + 28 4 42
4013 12 59 58 + 37 11 54
4014 13 0 14 + 22 29 57
4015 12 59 60 + 37 11 38
4016 12 59 60 + 37 11 14
4017 13 0 16 + 22 33 20
4018 12 59 57 + 40 29 20
4019 13 0 17 + 23 43 10
4020 13 0 3 + 38 36 35
4021 13 0 15 + 28 2 26
4022 13 0 5 + 38 28 47
4023 13 0 27 + 19 5 48
4024 13 0 4 + 40 30 32
4025 13 0 27 + 19 5 50
4026 13 0 22 + 28 2 47
4027 13 0 14 + 37 8 27
4028 13 0 17 + 36 15 11
4029 13 0 14 + 38 45 35
4030 13 0 28 + 27 57 18
4031 13 0 16 + 39 8 42
4032 13 0 26 + 28 52 4
4033 13 0 29 + 27 58 20
4034 13 0 20 + 37 2 45
4035 13 0 17 + 40 17 58
4036 13 0 21 + 36 54 34
4037 13 0 20 + 39 0 8
4038 13 0 22 + 37 2 23
4039 13 0 39 + 21 41 32
4040 13 0 38 + 28 3 24
4041 13 0 41 + 27 59 49
4042 13 0 43 + 27 58 18
4042 13 0 43 + 27 57 48
4043 13 0 35 + 37 4 15
4044 13 0 48 + 27 55 18
4045 13 0 49 + 28 5 25
4046 13 0 40 + 36 41 7
4047 13 0 58 + 19 41 15
4048 13 0 38 + 39 49 50
4049 13 0 43 + 36 20 45
4050 13 0 44 + 36 44 19
